Planting 2024 Bell Road,,,,,,,,,,DVC-1/DET-36/DDI-01AB,DVC-1/DET-36/DDI-EA62,DVC-1/DET-36/DDI-EA63,DVC-1/DET-36/DDI-EA64,DVC-1/DET-37/DDI-0043,DVC-1/DET-37/DDI-0087,DVC-1/DET-37/DDI-000C,DVC-1/DET-37/DDI-019F,DVC-1/DET-37/DDI-01A1,DVC-1/DET-37/DDI-01A3,DVC-1/DET-37/DDI-EA60,DVC-1/DET-37/DDI-EA6F,DVC-1/DET-37/DDI-01AB,DVC-1/DET-37/DDI-EA62,DVC-1/DET-37/DDI-EA63,DVC-1/DET-37/DDI-EA64,DVC-1/DET-38/DDI-0043,DVC-1/DET-38/DDI-0087,DVC-1/DET-38/DDI-000C,DVC-1/DET-38/DDI-019F,DVC-1/DET-38/DDI-01A1,DVC-1/DET-38/DDI-01A3,DVC-1/DET-38/DDI-EA60,DVC-1/DET-38/DDI-EA6F,DVC-1/DET-38/DDI-01AB,DVC-1/DET-38/DDI-EA62,DVC-1/DET-38/DDI-EA63,DVC-1/DET-38/DDI-EA64,DVC-1/DET-39/DDI-0043,DVC-1/DET-39/DDI-0087,DVC-1/DET-39/DDI-000C,DVC-1/DET-39/DDI-019F,DVC-1/DET-39/DDI-01A1,DVC-1/DET-39/DDI-01A3,DVC-1/DET-39/DDI-EA60,DVC-1/DET-39/DDI-EA6F,DVC-1/DET-39/DDI-01AB,DVC-1/DET-39/DDI-EA62,DVC-1/DET-39/DDI-EA63,DVC-1/DET-39/DDI-EA64,DVC-1/DET-40/DDI-0043,DVC-1/DET-40/DDI-0087,DVC-1/DET-40/DDI-000C,DVC-1/DET-40/DDI-019F,DVC-1/DET-40/DDI-01A1,DVC-1/DET-40/DDI-01A3,DVC-1/DET-40/DDI-EA60,DVC-1/DET-40/DDI-EA6F,DVC-1/DET-40/DDI-01AB,DVC-1/DET-40/DDI-EA62,DVC-1/DET-40/DDI-EA63,DVC-1/DET-40/DDI-EA64,DVC-1/DET-41/DDI-0043,DVC-1/DET-41/DDI-0087,DVC-1/DET-41/DDI-000C,DVC-1/DET-41/DDI-019F,DVC-1/DET-41/DDI-01A1,DVC-1/DET-41/DDI-01A3,DVC-1/DET-41/DDI-EA60,DVC-1/DET-41/DDI-EA6F,DVC-1/DET-41/DDI-01AB,DVC-1/DET-41/DDI-EA62,DVC-1/DET-41/DDI-EA63,DVC-1/DET-41/DDI-EA64,DVC-1/DET-42/DDI-0043,DVC-1/DET-42/DDI-0087,DVC-1/DET-42/DDI-000C,DVC-1/DET-42/DDI-019F,DVC-1/DET-42/DDI-01A1,DVC-1/DET-42/DDI-01A3,DVC-1/DET-42/DDI-EA60,DVC-1/DET-42/DDI-EA6F,DVC-1/DET-42/DDI-01AB,DVC-1/DET-42/DDI-EA62,DVC-1/DET-42/DDI-EA63,DVC-1/DET-42/DDI-EA64,DVC-1/DET-43/DDI-0043,DVC-1/DET-43/DDI-0087,DVC-1/DET-43/DDI-000C,DVC-1/DET-43/DDI-019F,DVC-1/DET-43/DDI-01A1,DVC-1/DET-43/DDI-01A3,DVC-1/DET-43/DDI-EA60,DVC-1/DET-43/DDI-EA6F,DVC-1/DET-43/DDI-01AB,DVC-1/DET-43/DDI-EA62,DVC-1/DET-43/DDI-EA63,DVC-1/DET-43/DDI-EA64,DVC-1/DET-3/DDI-0086,DVC-1/DET-4/DDI-0086,DVC-1/DET-9/DDI-0086,DVC-1/DET-10/DDI-0086,DVC-1/DET-11/DDI-0086,DVC-1/DET-12/DDI-0086,DVC-1/DET-13/DDI-0086,DVC-1/DET-14/DDI-0086,DVC-1/DET-15/DDI-0086,DVC-1/DET-16/DDI-0086,DVC-1/DET-17/DDI-0086,DVC-1/DET-18/DDI-0086,DVC-1/DET-19/DDI-0086,DVC-1/DET-20/DDI-0086,DVC-1/DET-21/DDI-0086,DVC-1/DET-22/DDI-0086,DVC-1/DET-23/DDI-0086,DVC-1/DET-24/DDI-0086,DVC-1/DET-25/DDI-0086,DVC-1/DET-26/DDI-0086,DVC-1/DET-27/DDI-0086,DVC-1/DET-5/DDI-0087,DVC-1/DET-6/DDI-0087,DVC-1/DET-9/DDI-0087,DVC-1/DET-12/DDI-0087,DVC-1/DET-13/DDI-0087,DVC-1/DET-14/DDI-0087,DVC-1/DET-15/DDI-0087,DVC-1/DET-16/DDI-0087,DVC-1/DET-17/DDI-0087,DVC-1/DET-18/DDI-0087,DVC-1/DET-19/DDI-0087,DVC-1/DET-28/DDI-0087,DVC-1/DET-29/DDI-0087,DVC-1/DET-30/DDI-0087,DVC-1/DET-31/DDI-0087,DVC-1/DET-32/DDI-0087,DVC-1/DET-33/DDI-0087,DVC-1/DET-34/DDI-0087,DVC-1/DET-35/DDI-0087,DVC-1/DET-44/DDI-0087,DVC-1/DET-45/DDI-0087,DVC-1/DET-46/DDI-0087,DVC-1/DET-47/DDI-0087,DVC-1/DET-48/DDI-0087,DVC-1/DET-49/DDI-0087,DVC-1/DET-50/DDI-0087,DVC-1/DET-51/DDI-0087,DVC-1/DET-3/DDI-008F,DVC-1/DET-2/DDI-009D,DVC-2000000/DET-2000002/DDI-F23E,DVC-1/DET-4/DDI-016F,DVC-2000000/DET-2000002/DDI-0046,DVC-2000000/DET-2000001/DDI-0086,DVC-2000000/DET-2000001/DDI-0087,DVC-2000000/DET-2000000/DDI-008D,DVC-2000000/DET-2000001/DDI-009D,DVC-1/DET-3/DDI-0052,DVC-1/DET-3/DDI-0074,DVC-1/DET-4/DDI-0050,DVC-1/DET-4/DDI-0074,DVC-1/DET-1/DDI-0077,DVC-1/DET-3/DDI-0077,DVC-1/DET-4/DDI-0077,DVC-2000000/DET-2000002/DDI-F243,DVC-2000000/DET-2000002/DDI-F231,DVC-2000000/DET-2000002/DDI-0096,
 2024-04-16 13:45:35.514,40.6516525,-89.3620533,235.958,0.8,1.4,37, 18:45:35.450Z, 2024-04-16,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:45:36.515,40.6516525,-89.3620533,235.957,0.8,1.4,37, 18:45:36.450Z, 2024-04-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:37.517,40.6516525,-89.3620533,235.957,0.8,1.4,37, 18:45:37.450Z, 2024-04-16,16,13,,,,,,0,,,,,,40,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:38.518,40.6516525,-89.3620533,235.958,0.8,1.4,37, 18:45:38.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:39.522,40.6516525,-89.3620533,235.958,0.8,1.4,37, 18:45:39.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:40.524,40.6516525,-89.3620533,235.958,0.8,1.4,37, 18:45:40.400Z, 2024-04-16,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:41.527,40.6516525,-89.3620533,235.96,0.8,1.4,37, 18:45:41.400Z, 2024-04-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:45:42.528,40.6516525,-89.3620533,235.962,0.8,1.4,37, 18:45:42.450Z, 2024-04-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:43.530,40.6516525,-89.3620533,235.961,0.8,1.4,36, 18:45:43.450Z, 2024-04-16,23,17,,,,,,0,,,,,,40,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,,,,,,,,,957000,129161,0,0,3938,3938,0,,,,
 2024-04-16 13:45:44.532,40.6516525,-89.3620533,235.96,0.8,1.4,36, 18:45:44.450Z, 2024-04-16,3,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:45.534,40.6516525,-89.3620533,235.96,0.8,1.4,36, 18:45:45.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:46.536,40.6516525,-89.3620533,235.961,0.8,1.4,36, 18:45:46.450Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:45:47.540,40.6516525,-89.3620533,235.964,0.8,1.4,36, 18:45:47.450Z, 2024-04-16,7,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:48.542,40.6516525,-89.3620533,235.966,0.8,1.4,36, 18:45:48.450Z, 2024-04-16,15,8,,,,,,0,,,,,,44,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:49.544,40.6516525,-89.3620533,235.967,0.8,1.4,36, 18:45:49.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:50.546,40.6516525,-89.3620532,235.967,0.8,1.4,36, 18:45:50.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:51.548,40.6516525,-89.3620532,235.966,0.8,1.4,36, 18:45:51.450Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:45:52.549,40.6516525,-89.3620532,235.966,0.8,1.4,36, 18:45:52.450Z, 2024-04-16,12,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,4,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,0,0,0,
 2024-04-16 13:45:53.551,40.6516525,-89.3620532,235.966,0.8,1.4,36, 18:45:53.450Z, 2024-04-16,15,8,,,,,,0,,,,,,44,,,,,,0,,,,,,0,,,,,,0,,,,,,4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:54.553,40.6516525,-89.3620532,235.966,0.8,1.4,36, 18:45:54.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:55.556,40.6516525,-89.3620533,235.967,0.8,1.4,36, 18:45:55.450Z, 2024-04-16,2,13,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:56.557,40.6516525,-89.3620533,235.969,0.8,1.4,36, 18:45:56.450Z, 2024-04-16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:45:57.559,40.6516525,-89.3620533,235.971,0.8,1.4,36, 18:45:57.450Z, 2024-04-16,8,13,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:58.561,40.6516525,-89.3620533,235.97,0.8,1.4,36, 18:45:58.450Z, 2024-04-16,13,,,,,,,,,,,,,40,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:45:59.565,40.6516525,-89.3620533,235.969,0.8,1.4,36, 18:45:59.450Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:00.567,40.6516526,-89.3620534,235.968,0.8,1.4,36, 18:46:00.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:01.570,40.6516526,-89.3620533,235.968,0.8,1.4,36, 18:46:01.500Z, 2024-04-16,9,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:46:02.572,40.6516526,-89.3620533,235.968,0.8,1.4,36, 18:46:02.450Z, 2024-04-16,50,13,0,0,,,,0,0,0,0,0,,40,0,0,,,,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,,0,0,,,,0,0,0,,0,,,0,0,,,,0,0,0,,0,,,0,0,,,,0,0,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:03.574,40.6516526,-89.3620533,235.971,0.8,1.4,36, 18:46:03.450Z, 2024-04-16,10,4,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:04.580,40.6516526,-89.3620533,235.974,0.8,1.4,36, 18:46:04.450Z, 2024-04-16,6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:05.584,40.6516526,-89.3620533,235.977,0.8,1.4,36, 18:46:05.450Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:06.586,40.6516525,-89.3620533,235.981,0.8,1.4,36, 18:46:06.450Z, 2024-04-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:46:07.595,40.6516525,-89.3620533,235.983,0.8,1.4,36, 18:46:07.550Z, 2024-04-16,11,8,,,,,,0,,,,,,44,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:08.601,40.6516525,-89.3620533,235.984,0.8,1.4,36, 18:46:08.550Z, 2024-04-16,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:09.603,40.6516525,-89.3620532,235.985,0.8,1.4,36, 18:46:09.550Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:10.606,40.6516525,-89.3620533,235.984,0.8,1.4,36, 18:46:10.550Z, 2024-04-16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:11.607,40.6516525,-89.3620533,235.984,0.8,1.4,36, 18:46:11.550Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:46:12.610,40.6516525,-89.3620533,235.985,0.8,1.4,36, 18:46:12.550Z, 2024-04-16,12,8,,,,,,0,,,,,,44,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:13.612,40.6516525,-89.3620533,235.987,0.8,1.4,36, 18:46:13.550Z, 2024-04-16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957000,129161,0,0,3938,3938,0,,,,
 2024-04-16 13:46:14.613,40.6516525,-89.3620533,235.987,0.8,1.4,36, 18:46:14.550Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:15.631,40.6516525,-89.3620533,235.987,0.8,1.4,36, 18:46:15.550Z, 2024-04-16,3,4,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:16.632,40.6516525,-89.3620533,235.986,0.8,1.4,36, 18:46:16.550Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:46:17.634,40.6516526,-89.3620533,235.986,0.8,1.4,36, 18:46:17.550Z, 2024-04-16,13,4,,,,,,0,,,,,,48,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:18.636,40.6516526,-89.3620533,235.985,0.8,1.4,36, 18:46:18.550Z, 2024-04-16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:19.638,40.6516526,-89.3620533,235.985,0.8,1.4,36, 18:46:19.550Z, 2024-04-16,2,8,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:20.653,40.6516526,-89.3620533,235.984,0.8,1.4,36, 18:46:20.550Z, 2024-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2024-04-16 13:46:21.657,40.6516526,-89.3620533,235.985,0.8,1.4,36, 18:46:21.550Z, 2024-04-16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
 2024-04-16 13:46:22.661,40.6516526,-89.3620533,235.988,0.8,1.4,36, 18:46:22.550Z, 2024-04-16,13,8,,,,,,0,,,,,,44,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
